Company_Name,Ticker,Listed_Date,Listing_Year,Exchange,Current_Price,Listing_Gain_Pct,Overall_Gain_Pct,Performance_Status
Shilchar Technologies Limited,SHILCTECH.NS,2025-11-24,2025,NSE Main Board,3944.0,,,🟢 Trading Active
Shiv Aum Steels Limited,SHIVAUM.NS,2025-11-14,2025,NSE Main Board,442.0,,,🟢 Trading Active
Shreeji Shipping Global Limited,SHREEJISPG.NS,2025-08-26,2025,NSE Main Board,625.85,,,🟢 Trading Active
Shringar House of Mangalsutra Limited,SHRINGARMS.NS,2025-09-17,2025,NSE Main Board,224.93,,,🟢 Trading Active
Siemens Energy India Limited,ENRIN.NS,2025-06-19,2025,NSE Main Board,3593.2,,,🟢 Trading Active
Smartworks Coworking Spaces Limited,SMARTWORKS.NS,2025-07-17,2025,NSE Main Board,508.5,,,🟢 Trading Active
Solarworld Energy Solutions Limited,SOLARWORLD.NS,2025-09-30,2025,NSE Main Board,157.66,,,🟢 Trading Active
Solex Energy Limited,SOLEX.NS,2025-10-08,2025,NSE Main Board,809.05,,,🟢 Trading Active
Spectrum Electrical Industries Limited,SPECTRUM.NS,2025-03-28,2025,NSE Main Board,2231.3,,,🟢 Trading Active
Sri Lotus Developers and Realty Limited,LOTUSDEV.NS,2025-08-06,2025,NSE Main Board,169.84,,,🟢 Trading Active
Stallion India Fluorochemicals Limited,STALLION.NS,2025-01-23,2025,NSE Main Board,234.0,,,🟢 Trading Active
Standard Engineering Technology Limited,SETL.NS,2025-01-13,2025,NSE Main Board,308.85,,,🟢 Trading Active
Studds Accessories Limited,STUDDS.NS,2025-11-07,2025,NSE Main Board,449.0,,,🟢 Trading Active
Sudeep Pharma Limited,SUDEEPPHRM.NS,2025-11-28,2025,NSE Main Board,1104.1,,,🟢 Trading Active
Supreme Holdings & Hospitality (India) Limited,SUPREME.NS,2025-02-03,2025,NSE Main Board,41.01,,,🟢 Trading Active
Swan Defence and Heavy Industries Limited,SWANDEF.NS,2025-01-20,2025,NSE Main Board,2379.2,,,🟢 Trading Active
Systematix Corporate Services Limited,SYSTMTXC.NS,2025-10-06,2025,NSE Main Board,58.1,,,🟢 Trading Active
Tata Capital Limited,TATACAP.NS,2025-10-13,2025,NSE Main Board,363.15,,,🟢 Trading Active
Tata Motors Limited,TMCV.NS,2025-11-12,2025,NSE Main Board,471.65,,,🟢 Trading Active
Tenneco Clean Air India Limited,TENNIND.NS,2025-11-19,2025,NSE Main Board,550.3,,,🟢 Trading Active
Tiger Logistics (India) Limited,TIGERLOGS.NS,2025-09-18,2025,NSE Main Board,27.98,,,🟢 Trading Active
Tinna Rubber and Infrastructure Limited,TINNARUBR.NS,2025-04-17,2025,NSE Main Board,1065.1,,,🟢 Trading Active
Travel Food Services Limited,TRAVELFOOD.NS,2025-07-14,2025,NSE Main Board,1346.4,,,🟢 Trading Active
TruAlt Bioenergy Limited,TRUALT.NS,2025-10-03,2025,NSE Main Board,474.5,,,🟢 Trading Active
Urban Company Limited,URBANCO.NS,2025-09-17,2025,NSE Main Board,144.97,,,🟢 Trading Active
VMS TMT Limited,VMSTMT.NS,2025-09-24,2025,NSE Main Board,48.63,,,🟢 Trading Active
Vidya Wires Limited,VIDYAWIRES.NS,2025-12-10,2025,NSE Main Board,88.07,,,🟢 Trading Active
Vikram Solar Limited,VIKRAMSOLR.NS,2025-08-26,2025,NSE Main Board,177.11,,,🟢 Trading Active
Vikran Engineering Limited,VIKRAN.NS,2025-09-03,2025,NSE Main Board,61.09,,,🟢 Trading Active
Waaree Renewable Technologies Limited,WAAREERTL.NS,2025-04-09,2025,NSE Main Board,890.1,,,🟢 Trading Active
Wakefit Innovations Limited,WAKEFIT.NS,2025-12-15,2025,NSE Main Board,131.52,,,🟢 Trading Active
WeWork India Management Limited,WEWORK.NS,2025-10-10,2025,NSE Main Board,696.05,,,🟢 Trading Active
A B Infrabuild Limited,ABINFRA.NS,2024-11-08,2024,NSE Main Board,12.57,,,🟢 Trading Active
Aadhar Housing Finance Limited,AADHARHFC.NS,2024-05-15,2024,NSE Main Board,487.4,,,🟢 Trading Active
Acme Solar Holdings Limited,ACMESOLAR.NS,2024-11-13,2024,NSE Main Board,371.75,,,🟢 Trading Active
Aditya Vision Limited,AVL.NS,2024-11-06,2024,NSE Main Board,614.15,,,🟢 Trading Active
Afcons Infrastructure Limited,AFCONS.NS,2024-11-04,2024,NSE Main Board,280.25,,,🟢 Trading Active
Affordable Robotic & Automation Limited,AFFORDABLE.NS,2024-10-23,2024,NSE Main Board,164.16,,,🟢 Trading Active
Agi Infra Limited,AGIIL.NS,2024-07-15,2024,NSE Main Board,292.85,,,🟢 Trading Active
Akme Fintrade (India) Limited,AFIL.NS,2024-06-26,2024,NSE Main Board,9.36,,,🟢 Trading Active
Akums Drugs and Pharmaceuticals Limited,AKUMS.NS,2024-08-06,2024,NSE Main Board,744.15,,,🟢 Trading Active
Allied Blenders and Distillers Limited,ABDL.NS,2024-07-02,2024,NSE Main Board,612.6,,,🟢 Trading Active
Anuh Pharma Limited,ANUHPHR.NS,2024-12-20,2024,NSE Main Board,75.8,,,🟢 Trading Active
Apeejay Surrendra Park Hotels Limited,PARKHOTELS.NS,2024-02-12,2024,NSE Main Board,116.4,,,🟢 Trading Active
Aqylon Nexus Limited,AQYLON.NS,2024-04-01,2024,NSE Main Board,22.86,,,🟢 Trading Active
Arkade Developers Limited,ARKADE.NS,2024-09-24,2024,NSE Main Board,130.02,,,🟢 Trading Active
Authum Investment & Infrastructure Limited,AIIL.NS,2024-04-23,2024,NSE Main Board,553.25,,,🟢 Trading Active
Avantel Limited,AVANTEL.NS,2024-07-31,2024,NSE Main Board,162.27,,,🟢 Trading Active
Awfis Space Solutions Limited,AWFIS.NS,2024-05-30,2024,NSE Main Board,265.6,,,🟢 Trading Active
BLACKBUCK LIMITED,BLACKBUCK.NS,2024-11-22,2024,NSE Main Board,588.8,,,🟢 Trading Active
BLS E-Services Limited,BLSE.NS,2024-02-06,2024,NSE Main Board,310.6,,,🟢 Trading Active
Baazar Style Retail Limited,STYLEBAAZA.NS,2024-09-06,2024,NSE Main Board,402.65,,,🟢 Trading Active
Bajaj Housing Finance Limited,BAJAJHFL.NS,2024-09-16,2024,NSE Main Board,84.36,,,🟢 Trading Active
Balu Forge Industries Limited,BALUFORGE.NS,2024-04-29,2024,NSE Main Board,542.55,,,🟢 Trading Active
Bansal Wire Industries Limited,BANSALWIRE.NS,2024-07-10,2024,NSE Main Board,321.0,,,🟢 Trading Active
Best Agrolife Limited,BESTAGRO.NS,2024-04-10,2024,NSE Main Board,18.47,,,🟢 Trading Active
Bharti Hexacom Limited,BHARTIHEXA.NS,2024-04-12,2024,NSE Main Board,1600.4,,,🟢 Trading Active
Borosil Scientific Limited,BOROSCI.NS,2024-06-07,2024,NSE Main Board,130.46,,,🟢 Trading Active
Brainbees Solutions Limited,FIRSTCRY.NS,2024-08-13,2024,NSE Main Board,204.65,,,🟢 Trading Active
Capital Small Finance Bank Limited,CAPITALSFB.NS,2024-02-14,2024,NSE Main Board,287.75,,,🟢 Trading Active
Capital Small Finance Bank Ltd,CAPITALSFB.BO,2024-02-14,2024,BSE Main Board,287.0,,,🟢 Trading Active
Carraro India Limited,CARRARO.NS,2024-12-30,2024,NSE Main Board,512.8,,,🟢 Trading Active
Ceigall India Limited,CEIGALL.NS,2024-08-08,2024,NSE Main Board,309.15,,,🟢 Trading Active
Commercial Syn Bags Limited,COMSYN.NS,2024-01-23,2024,NSE Main Board,279.8,,,🟢 Trading Active
Concord Enviro Systems Limited,CEWATER.NS,2024-12-27,2024,NSE Main Board,274.75,,,🟢 Trading Active
DEE Development Engineers Limited,DEEDEV.NS,2024-06-26,2024,NSE Main Board,657.25,,,🟢 Trading Active
Dam Capital Advisors Limited,DAMCAPITAL.NS,2024-12-27,2024,NSE Main Board,147.05,,,🟢 Trading Active
Davangere Sugar Company Limited,DAVANGERE.NS,2024-01-25,2024,NSE Main Board,3.19,,,🟢 Trading Active
Deepak Builders & Engineers India Limited,DBEIL.NS,2024-10-28,2024,NSE Main Board,6.68,,,🟢 Trading Active
Deepak Builders and Engineers India Limited,DBEIL.BO,2024-10-28,2024,BSE Main Board,6.72,,,🟢 Trading Active
Diffusion Engineers Limited,DIFFNKG.NS,2024-10-04,2024,NSE Main Board,408.5,,,🟢 Trading Active
Digidrive Distributors Limited,DIGIDRIVE.NS,2024-01-10,2024,NSE Main Board,17.8,,,🟢 Trading Active
Dolat Algotech Limited,DOLATALGO.NS,2024-01-12,2024,NSE Main Board,71.14,,,🟢 Trading Active
EPACK Durable Limited,EPACK.NS,2024-01-30,2024,NSE Main Board,210.87,,,🟢 Trading Active
Ecos (India) Mobility & Hospitality Limited,ECOSMOBLTY.NS,2024-09-04,2024,NSE Main Board,112.58,,,🟢 Trading Active
Emcure Pharmaceuticals Limited,EMCURE.NS,2024-07-10,2024,NSE Main Board,1874.5,,,🟢 Trading Active
Entero Healthcare Solutions Limited,ENTERO.NS,2024-02-16,2024,NSE Main Board,1408.2,,,🟢 Trading Active
Enviro Infra Engineers Limited,EIEL.NS,2024-11-29,2024,NSE Main Board,197.18,,,🟢 Trading Active
Eureka Forbes Limited,EUREKAFORB.NS,2024-09-11,2024,NSE Main Board,431.95,,,🟢 Trading Active
Exicom Tele-Systems Limited,EXICOM.NS,2024-03-05,2024,NSE Main Board,158.05,,,🟢 Trading Active
FORCE MOTORS LTD,FORCEMOT.NS,2024-02-14,2024,NSE Main Board,18200.0,,,🟢 Trading Active
Filatex Fashions Limited,FILATFASH.NS,2024-05-06,2024,NSE Main Board,0.18,,,🟢 Trading Active
GPT Healthcare Limited,GPTHEALTH.NS,2024-02-29,2024,NSE Main Board,153.13,,,🟢 Trading Active
Gala Precision Engineering Limited,GALAPREC.NS,2024-09-09,2024,NSE Main Board,1059.6,,,🟢 Trading Active
Garuda Construction and Engineering Limited,GARUDA.NS,2024-10-15,2024,NSE Main Board,182.88,,,🟢 Trading Active
Globale Tessile Limited,GLOBALE.NS,2024-08-27,2024,NSE Main Board,11.11,,,🟢 Trading Active
Gloster Limited,GLOSTERLTD.NS,2024-04-26,2024,NSE Main Board,604.7,,,🟢 Trading Active
Go Digit General Insurance Limited,GODIGIT.NS,2024-05-23,2024,NSE Main Board,255.75,,,🟢 Trading Active
Godavari Biorefineries Limited,GODAVARIB.NS,2024-10-30,2024,NSE Main Board,250.3,,,🟢 Trading Active
Gopal Snacks Limited,GOPAL.NS,2024-03-14,2024,NSE Main Board,274.15,,,🟢 Trading Active
Hyundai Motor India Limited,HYUNDAI.NS,2024-10-22,2024,NSE Main Board,2186.0,,,🟢 Trading Active
Indegene Limited,INDGN.NS,2024-05-13,2024,NSE Main Board,567.7,,,🟢 Trading Active
Indo Us Biotech Limited,INDOUS.NS,2024-09-27,2024,NSE Main Board,87.0,,,🟢 Trading Active
Innovana Thinklabs Limited,INNOVANA.NS,2024-12-17,2024,NSE Main Board,305.25,,,🟢 Trading Active
Interarch Building Products Limited,INTERARCH.NS,2024-08-26,2024,NSE Main Board,1725.1,,,🟢 Trading Active
Interarch Building Solutions Limited,INTERARCH.NS,2024-08-26,2024,NSE Main Board,1725.1,,,🟢 Trading Active
International Gemological Institute Limited,IGIL.NS,2024-12-20,2024,NSE Main Board,349.7,,,🟢 Trading Active
Inventurus Knowledge Solutions Limited,IKS.NS,2024-12-19,2024,NSE Main Board,1861.6,,,🟢 Trading Active
J.G.Chemicals Limited,JGCHEM.NS,2024-03-13,2024,NSE Main Board,645.85,,,🟢 Trading Active
JHS Svendgaard Retail Ventures Limited,RETAIL.NS,2024-06-26,2024,NSE Main Board,18.13,,,🟢 Trading Active
JNK India Limited,JNKINDIA.NS,2024-04-30,2024,NSE Main Board,463.95,,,🟢 Trading Active
Jana Small Finance Bank Limited,JSFB.NS,2024-02-14,2024,NSE Main Board,575.0,,,🟢 Trading Active
Juniper Hotels Limited,JUNIPER.NS,2024-02-28,2024,NSE Main Board,197.29,,,🟢 Trading Active
Jyoti CNC Automation Limited,JYOTICNC.NS,2024-01-16,2024,NSE Main Board,929.2,,,🟢 Trading Active
K.P. Energy Limited,KPEL.NS,2024-11-14,2024,NSE Main Board,262.3,,,🟢 Trading Active
KRN Heat Exchanger and Refrigeration Limited,KRN.NS,2024-10-03,2024,NSE Main Board,1522.1,,,🟢 Trading Active
Knowledge Marine & Engineering Works Limited,KMEW.NS,2024-11-14,2024,NSE Main Board,2706.2,,,🟢 Trading Active
Kronox Lab Sciences Limited,KRONOX.NS,2024-06-10,2024,NSE Main Board,151.7,,,🟢 Trading Active
Kross Limited,KROSS.NS,2024-09-16,2024,NSE Main Board,202.5,,,🟢 Trading Active
Krystal Integrated Services Limited,KRYSTAL.NS,2024-03-21,2024,NSE Main Board,620.0,,,🟢 Trading Active
Lancor Holdings Limited,LANCORHOL.NS,2024-03-12,2024,NSE Main Board,28.18,,,🟢 Trading Active
Le Travenues Technology Limited,IXIGO.NS,2024-06-18,2024,NSE Main Board,172.26,,,🟢 Trading Active
Lloyds Enterprises Limited,LLOYDSENT.NS,2024-10-17,2024,NSE Main Board,79.03,,,🟢 Trading Active
Mahalaxmi Fabric Mills Limited,MFML.NS,2024-08-27,2024,NSE Main Board,18.95,,,🟢 Trading Active
Mamata Machinery Limited,MAMATA.NS,2024-12-27,2024,NSE Main Board,411.15,,,🟢 Trading Active
Manba Finance Limited,MANBA.NS,2024-09-30,2024,NSE Main Board,130.11,,,🟢 Trading Active
Mangal Credit and Fincorp Limited,MANCREDIT.NS,2024-08-16,2024,NSE Main Board,227.21,,,🟢 Trading Active
Master Trust Limited,MASTERTR.NS,2024-11-12,2024,NSE Main Board,77.42,,,🟢 Trading Active
Medi Assist Healthcare Services Limited,MEDIASSIST.NS,2024-01-23,2024,NSE Main Board,346.8,,,🟢 Trading Active
Mukka Proteins Limited,MUKKA.NS,2024-03-07,2024,NSE Main Board,27.04,,,🟢 Trading Active
NTPC Green Energy Limited,NTPCGREEN.NS,2024-11-27,2024,NSE Main Board,92.17,,,🟢 Trading Active
Niva Bupa Health Insurance Company Limited,NIVABUPA.NS,2024-11-14,2024,NSE Main Board,83.74,,,🟢 Trading Active
Northern Arc Capital Limited,NORTHARC.NS,2024-09-24,2024,NSE Main Board,289.2,,,🟢 Trading Active
Northern Arc Capital Ltd.,NORTHARC.NS,2024-09-24,2024,NSE Main Board,289.2,,,🟢 Trading Active
Nova Agritech Limited,NOVAAGRI.NS,2024-01-31,2024,NSE Main Board,25.52,,,🟢 Trading Active
OCCL Limited,OCCLLTD.NS,2024-10-29,2024,NSE Main Board,164.81,,,🟢 Trading Active
Odigma Consultancy Solutions Limited,ODIGMA.NS,2024-12-12,2024,NSE Main Board,22.88,,,🟢 Trading Active
Ola Electric Mobility Limited,OLAELEC.NS,2024-08-09,2024,NSE Main Board,38.61,,,🟢 Trading Active
One Mobikwik Systems Limited,MOBIKWIK.NS,2024-12-18,2024,NSE Main Board,198.99,,,🟢 Trading Active
Orient Technologies Limited,ORIENTTECH.NS,2024-08-28,2024,NSE Main Board,249.6,,,🟢 Trading Active
P N Gadgil Jewellers Limited,PNGJL.NS,2024-09-17,2024,NSE Main Board,607.85,,,🟢 Trading Active
Platinum Industries Limited,PLATIND.NS,2024-03-05,2024,NSE Main Board,209.69,,,🟢 Trading Active
Popular Vehicles and Services Limited,PVSL.NS,2024-03-19,2024,NSE Main Board,118.25,,,🟢 Trading Active
Premier Energies Limited,PREMIERENE.NS,2024-09-03,2024,NSE Main Board,1014.7,,,🟢 Trading Active
R K Swamy Limited,RKSWAMY.NS,2024-03-12,2024,NSE Main Board,98.25,,,🟢 Trading Active
RACL Geartech Limited,RACLGEAR.NS,2024-11-27,2024,NSE Main Board,1399.1,,,🟢 Trading Active
Raghav Productivity Enhancers Limited,RPEL.NS,2024-08-08,2024,NSE Main Board,1495.2,,,🟢 Trading Active
Rashi Peripherals Limited,RPTECH.NS,2024-02-14,2024,NSE Main Board,861.1,,,🟢 Trading Active
Ravindra Energy Limited,RELTD.NS,2024-07-30,2024,NSE Main Board,158.85,,,🟢 Trading Active
Raymond Lifestyle Limited,RAYMONDLSL.NS,2024-09-05,2024,NSE Main Board,748.4,,,🟢 Trading Active
Reliable Data Services Limited,RELIABLE.NS,2024-07-10,2024,NSE Main Board,140.77,,,🟢 Trading Active
Revathi Equipment India Limited,RVTH.NS,2024-09-11,2024,NSE Main Board,730.0,,,🟢 Trading Active
Rossell Techsys Limited,ROSSTECH.NS,2024-12-09,2024,NSE Main Board,1103.55,,,🟢 Trading Active
Rubfila International Limited,RUBFILA.NS,2024-08-08,2024,NSE Main Board,68.84,,,🟢 Trading Active
SAGILITY LIMITED,SAGILITY.NS,2024-11-12,2024,NSE Main Board,42.16,,,🟢 Trading Active
SRM Contractors Limited,SRM.NS,2024-04-03,2024,NSE Main Board,485.45,,,🟢 Trading Active
Sagility India Limited,SAGILITY.BO,2024-11-12,2024,BSE Main Board,42.15,,,🟢 Trading Active
Sai Life Sciences Limited,SAILIFE.NS,2024-12-18,2024,NSE Main Board,1440.1,,,🟢 Trading Active
Sanathan Textiles Limited,SANATHAN.NS,2024-12-27,2024,NSE Main Board,454.6,,,🟢 Trading Active
Sanofi Consumer Healthcare India Limited,SANOFICONR.NS,2024-09-13,2024,NSE Main Board,4336.6,,,🟢 Trading Active
Sanstar Limited,SANSTAR.NS,2024-07-26,2024,NSE Main Board,107.29,,,🟢 Trading Active
Saraswati Saree Depot Limited,SSDL.NS,2024-08-20,2024,NSE Main Board,60.84,,,🟢 Trading Active
Saurashtra Cement Limited,SAURASHCEM.NS,2024-02-27,2024,NSE Main Board,58.72,,,🟢 Trading Active
Senores Pharmaceuticals Limited,SENORES.NS,2024-12-30,2024,NSE Main Board,1537.5,,,🟢 Trading Active
Shankar Lal Rampal Dye-Chem Limited,SRD.NS,2024-10-09,2024,NSE Main Board,40.43,,,🟢 Trading Active
Shipping Corporation of India Land and Assets Limited,SCILAL.NS,2024-03-19,2024,NSE Main Board,40.52,,,🟢 Trading Active
Shree Tirupati Balajee Agro Trading Company Limited,BALAJEE.NS,2024-09-12,2024,NSE Main Board,26.85,,,🟢 Trading Active
Signpost India Limited,SIGNPOST.NS,2024-02-14,2024,NSE Main Board,273.4,,,🟢 Trading Active
Sinclairs Hotels Limited,SINCLAIR.NS,2024-04-10,2024,NSE Main Board,74.98,,,🟢 Trading Active
Stanley Lifestyles Limited,STANLEY.NS,2024-06-28,2024,NSE Main Board,135.0,,,🟢 Trading Active
Suraj Limited,SURAJLTD.NS,2024-08-29,2024,NSE Main Board,209.45,,,🟢 Trading Active
Suraksha Diagnostic Limited,SURAKSHA.NS,2024-12-06,2024,NSE Main Board,318.3,,,🟢 Trading Active
Suyog Telematics Limited,SUYOG.NS,2024-08-20,2024,NSE Main Board,801.2,,,🟢 Trading Active
Swiggy Limited,SWIGGY.NS,2024-11-13,2024,NSE Main Board,274.0,,,🟢 Trading Active
TBO Tek Limited,TBOTEK.NS,2024-05-15,2024,NSE Main Board,1708.2,,,🟢 Trading Active
Tara Chand InfraLogistic Solutions Limited,TARACHAND.NS,2024-04-16,2024,NSE Main Board,46.96,,,🟢 Trading Active
Tolins Tyres Limited,TOLINS.NS,2024-09-16,2024,NSE Main Board,95.55,,,🟢 Trading Active
Transrail Lighting Limited,TRANSRAILL.NS,2024-12-27,2024,NSE Main Board,459.0,,,🟢 Trading Active
U. Y. Fincorp Limited,UYFINCORP.NS,2024-10-03,2024,NSE Main Board,20.37,,,🟢 Trading Active
Ujaas Energy Limited,UEL.NS,2024-04-16,2024,NSE Main Board,211.36,,,🟢 Trading Active
Unicommerce Esolutions Limited,UNIECOM.NS,2024-08-13,2024,NSE Main Board,87.9,,,🟢 Trading Active
Unimech Aerospace and Manufacturing Limited,UNIMECH.NS,2024-12-31,2024,NSE Main Board,1517.4,,,🟢 Trading Active
Ventive Hospitality Limited,VENTIVE.NS,2024-12-30,2024,NSE Main Board,585.7,,,🟢 Trading Active
Vibhor Steel Tubes Limited,VSTL.NS,2024-02-20,2024,NSE Main Board,106.44,,,🟢 Trading Active
Viceroy Hotels Limited,VHLTD.NS,2024-04-03,2024,NSE Main Board,129.74,,,🟢 Trading Active
Vintage Coffee And Beverages Limited,VINCOFE.NS,2024-10-18,2024,NSE Main Board,148.16,,,🟢 Trading Active
Vishal Mega Mart Limited,VMM.NS,2024-12-18,2024,NSE Main Board,103.71,,,🟢 Trading Active
Vraj Iron and Steel Limited,VRAJ.NS,2024-07-03,2024,NSE Main Board,121.48,,,🟢 Trading Active
Waaree Energies Limited,WAAREEENER.NS,2024-10-28,2024,NSE Main Board,2709.1,,,🟢 Trading Active
Western Carriers (India) Limited,WCIL.NS,2024-09-24,2024,NSE Main Board,86.27,,,🟢 Trading Active
Xtglobal Infotech Limited,XTGLOBAL.NS,2024-09-16,2024,NSE Main Board,29.74,,,🟢 Trading Active
AKI India Limited,AKI.NS,2023-04-06,2023,NSE Main Board,4.19,,,🟢 Trading Active
ASK Automotive Limited,ASKAUTOLTD.NS,2023-11-15,2023,NSE Main Board,638.25,,,🟢 Trading Active
AVG Logistics Limited,AVG.NS,2023-05-12,2023,NSE Main Board,198.42,,,🟢 Trading Active
Aartech Solonics Limited,AARTECH.NS,2023-07-10,2023,NSE Main Board,51.38,,,🟢 Trading Active
Aarti Pharmalabs Limited,AARTIPHARM.NS,2023-01-30,2023,NSE Main Board,874.55,,,🟢 Trading Active
Aeroflex Industries Limited,AEROFLEX.NS,2023-08-31,2023,NSE Main Board,485.85,,,🟢 Trading Active
Aeroflex Neu Limited,AERONEU.NS,2023-01-12,2023,NSE Main Board,81.57,,,🟢 Trading Active
Allcargo Terminals Limited,ATL.NS,2023-08-10,2023,NSE Main Board,23.68,,,🟢 Trading Active
Amines & Plasticizers Limited,AMNPLST.NS,2023-11-10,2023,NSE Main Board,185.83,,,🟢 Trading Active
Andhra Cements Limited,ACL.NS,2023-05-10,2023,NSE Main Board,46.37,,,🟢 Trading Active
Ashoka Metcast Limited,ASHOKAMET.NS,2023-06-27,2023,NSE Main Board,13.4,,,🟢 Trading Active
Atal Realtech Limited,ATALREAL.NS,2023-05-12,2023,NSE Main Board,33.93,,,🟢 Trading Active
Atam Valves Limited,ATAM.NS,2023-05-10,2023,NSE Main Board,59.75,,,🟢 Trading Active
Avalon Technologies Limited,AVALON.NS,2023-04-18,2023,NSE Main Board,2197.3,,,🟢 Trading Active
Avio Smart Market Stack Limited,ASMS.NS,2023-02-09,2023,NSE Main Board,7.04,,,🟢 Trading Active
Avonmore Capital & Management Services Limited,AVONMORE.NS,2023-01-04,2023,NSE Main Board,13.18,,,🟢 Trading Active
Azad Engineering Limited,AZAD.NS,2023-12-28,2023,NSE Main Board,2858.9,,,🟢 Trading Active
BEML Land Assets Limited,BLAL.NS,2023-04-19,2023,NSE Main Board,170.71,,,🟢 Trading Active
Baid Finserv Limited,BAIDFIN.NS,2023-01-20,2023,NSE Main Board,9.74,,,🟢 Trading Active
Bajel Projects Limited,BAJEL.NS,2023-12-19,2023,NSE Main Board,183.22,,,🟢 Trading Active
Blue Jet Healthcare Limited,BLUEJET.NS,2023-11-01,2023,NSE Main Board,607.25,,,🟢 Trading Active
Bodhi Tree Multimedia Limited,BTML.NS,2023-02-15,2023,NSE Main Board,8.93,,,🟢 Trading Active
Cello World Limited,CELLO.NS,2023-11-06,2023,NSE Main Board,362.6,,,🟢 Trading Active
Concord Biotech Limited,CONCORDBIO.NS,2023-08-18,2023,NSE Main Board,1565.7,,,🟢 Trading Active
Credo Brands Marketing Limited,MUFTI.NS,2023-12-27,2023,NSE Main Board,78.28,,,🟢 Trading Active
Cyient DLM Limited,CYIENTDLM.NS,2023-07-10,2023,NSE Main Board,736.1,,,🟢 Trading Active
DOMS Industries Limited,DOMS.NS,2023-12-20,2023,NSE Main Board,2218.6,,,🟢 Trading Active
Diamines & Chemicals Limited,DIAMINESQ.NS,2023-09-25,2023,NSE Main Board,236.71,,,🟢 Trading Active
Diamond Power Infrastructure Limited,DIACABS.NS,2023-09-15,2023,NSE Main Board,367.95,,,🟢 Trading Active
Divgi Torqtransfer Systems Limited,DIVGIITTS.NS,2023-03-14,2023,NSE Main Board,1259.0,,,🟢 Trading Active
Dolphin Offshore Enterprises (India) Limited,DOLPHIN.NS,2023-08-21,2023,NSE Main Board,619.4,,,🟢 Trading Active
EMS Limited,EMSLIMITED.NS,2023-09-21,2023,NSE Main Board,375.75,,,🟢 Trading Active
ESAF Small Finance Bank Limited,ESAFSFB.NS,2023-11-10,2023,NSE Main Board,40.41,,,🟢 Trading Active
ESAF Small Finance Bank Ltd,ESAFSFB.NS,2023-11-10,2023,NSE Main Board,40.41,,,🟢 Trading Active
Fedbank Financial Services Limited,FEDFINA.NS,2023-11-30,2023,NSE Main Board,150.86,,,🟢 Trading Active
Flair Writing Industries Limited,FLAIR.NS,2023-12-01,2023,NSE Main Board,252.05,,,🟢 Trading Active
GHCL Textiles Limited,GHCLTEXTIL.NS,2023-06-12,2023,NSE Main Board,127.94,,,🟢 Trading Active
Gandhar Oil Refinery (India) Limited,GANDHAR.NS,2023-11-30,2023,NSE Main Board,255.1,,,🟢 Trading Active
Gensol Engineering Limited,GENSOL.NS,2023-07-03,2023,NSE Main Board,18.32,,,🟢 Trading Active
Global Surfaces Limited,GSLSU.NS,2023-03-23,2023,NSE Main Board,35.18,,,🟢 Trading Active
HLE Glascoat Limited,HLEGLAS.NS,2023-02-09,2023,NSE Main Board,306.2,,,🟢 Trading Active
HMA Agro Industries Limited,HMAAGRO.NS,2023-07-04,2023,NSE Main Board,22.02,,,🟢 Trading Active
Happy Forgings Limited,HAPPYFORGE.NS,2023-12-27,2023,NSE Main Board,2260.6,,,🟢 Trading Active
Hindustan Foods Limited,HNDFDS.NS,2023-06-06,2023,NSE Main Board,635.6,,,🟢 Trading Active
Honasa Consumer Limited,HONASA.NS,2023-11-07,2023,NSE Main Board,474.6,,,🟢 Trading Active
IKIO Lighting Limited,IKIO.NS,2023-06-16,2023,NSE Main Board,196.99,,,🟢 Trading Active
IKIO Technologies Limited,IKIO.NS,2023-06-16,2023,NSE Main Board,196.99,,,🟢 Trading Active
INOX India Limited,INOXINDIA.NS,2023-12-21,2023,NSE Main Board,1958.1,,,🟢 Trading Active
IRM Energy Limited,IRMENERGY.NS,2023-10-26,2023,NSE Main Board,290.25,,,🟢 Trading Active
Ideaforge Technology Limited,IDEAFORGE.NS,2023-07-07,2023,NSE Main Board,834.85,,,🟢 Trading Active
India Shelter Finance Corporation Limited,INDIASHLTR.NS,2023-12-20,2023,NSE Main Board,669.05,,,🟢 Trading Active
Indian Renewable Energy Development Agency Limited,IREDA.NS,2023-11-29,2023,NSE Main Board,115.27,,,🟢 Trading Active
Innova Captab Limited,INNOVACAP.NS,2023-12-29,2023,NSE Main Board,1043.0,,,🟢 Trading Active
JSW Infrastructure Limited,JSWINFRA.NS,2023-10-03,2023,NSE Main Board,328.65,,,🟢 Trading Active
JTL INDUSTRIES LIMITED,JTLIND.NS,2023-06-12,2023,NSE Main Board,74.8,,,🟢 Trading Active
Jio Financial Services Limited,JIOFIN.NS,2023-08-21,2023,NSE Main Board,245.8,,,🟢 Trading Active
Jupiter Life Line Hospitals Limited,JLHL.NS,2023-09-18,2023,NSE Main Board,318.2,,,🟢 Trading Active
Kamdhenu Ventures Limited,KAMOPAINTS.NS,2023-01-24,2023,NSE Main Board,4.38,,,🟢 Trading Active
Kirloskar Pneumatic Company Limited,KIRLPNU.NS,2023-04-26,2023,NSE Main Board,760.2,,,🟢 Trading Active
Latteys Industries Limited,LATTEYS.NS,2023-05-23,2023,NSE Main Board,23.03,,,🟢 Trading Active
